Algorithm,Topology,Graph Type,Degree,Run #,Time (s),Qubits,Maxchain Size,Fail/No Fail
Busclique,Pegasus,Complete,57,1,0.044965,7,389,0
Busclique,Pegasus,Complete,57,2,0.045352,7,389,0
Busclique,Pegasus,Complete,57,3,0.044488,7,389,0
Busclique,Pegasus,Complete,58,0,0.048449,7,396,0
Busclique,Pegasus,Complete,58,1,0.045933,7,396,0
Busclique,Pegasus,Complete,58,2,0.045169,7,396,0
Busclique,Pegasus,Complete,58,3,0.045068,7,396,0
Busclique,Pegasus,Complete,59,0,0.046729,7,402,0
Busclique,Pegasus,Complete,59,1,0.048514,7,402,0
Busclique,Pegasus,Complete,59,2,0.044305,7,402,0
Busclique,Pegasus,Complete,59,3,0.043164,7,402,0
Busclique,Pegasus,Complete,60,0,0.048763,7,408,0
Busclique,Pegasus,Complete,60,1,0.049068,7,408,0
Busclique,Pegasus,Complete,60,2,0.045137,7,408,0
Busclique,Pegasus,Complete,60,3,0.045872,7,408,0
Busclique,Zephyr,Complete,0,0,0.109428,0,0,1
Busclique,Zephyr,Complete,0,1,0.09114,0,0,1
Busclique,Zephyr,Complete,0,2,0.094681,0,0,1
Busclique,Zephyr,Complete,0,3,0.090848,0,0,1
Busclique,Zephyr,Complete,1,0,0.089872,1,1,0
Busclique,Zephyr,Complete,1,1,0.093221,1,1,0
Busclique,Zephyr,Complete,1,2,0.088826,1,1,0
Busclique,Zephyr,Complete,1,3,0.100627,1,1,0
Busclique,Zephyr,Complete,2,0,0.094572,1,2,0
Busclique,Zephyr,Complete,2,1,0.093769,1,2,0
Busclique,Zephyr,Complete,2,2,0.098071,1,2,0
Busclique,Zephyr,Complete,2,3,0.096621,1,2,0
Busclique,Zephyr,Complete,3,0,0.093798,1,3,0
Busclique,Zephyr,Complete,3,1,0.091826,1,3,0
Busclique,Zephyr,Complete,3,2,0.087245,1,3,0
Busclique,Zephyr,Complete,3,3,0.084359,1,3,0
Busclique,Zephyr,Complete,4,0,0.088742,1,4,0
Busclique,Zephyr,Complete,4,1,0.090771,1,4,0
Busclique,Zephyr,Complete,4,2,0.100343,1,4,0
Busclique,Zephyr,Complete,4,3,0.087047,1,4,0
Busclique,Zephyr,Complete,5,0,0.085561,2,10,0
Busclique,Zephyr,Complete,5,1,0.092095,2,10,0
Busclique,Zephyr,Complete,5,2,0.092743,2,10,0
Busclique,Zephyr,Complete,5,3,0.103003,2,10,0
Busclique,Zephyr,Complete,6,0,0.093231,2,12,0
Busclique,Zephyr,Complete,6,1,0.09183,2,12,0
Busclique,Zephyr,Complete,6,2,0.086707,2,12,0
Busclique,Zephyr,Complete,6,3,0.094256,2,12,0
Busclique,Zephyr,Complete,7,0,0.094998,2,14,0
Busclique,Zephyr,Complete,7,1,0.091052,2,14,0
Busclique,Zephyr,Complete,7,2,0.08725,2,14,0
Busclique,Zephyr,Complete,7,3,0.094506,2,14,0
Busclique,Zephyr,Complete,8,0,0.089417,2,16,0
Busclique,Zephyr,Complete,8,1,0.085583,2,16,0
Busclique,Zephyr,Complete,8,2,0.089467,2,16,0
Busclique,Zephyr,Complete,8,3,0.089268,2,16,0
Busclique,Zephyr,Complete,9,0,0.092703,3,27,0
Busclique,Zephyr,Complete,9,1,0.090549,3,27,0
Busclique,Zephyr,Complete,9,2,0.089622,3,27,0
Busclique,Zephyr,Complete,9,3,0.095942,3,27,0
Busclique,Zephyr,Complete,10,0,0.094509,3,30,0
Busclique,Zephyr,Complete,10,1,0.088566,3,30,0
Busclique,Zephyr,Complete,10,2,0.093505,3,30,0
Busclique,Zephyr,Complete,10,3,0.093422,3,30,0
Busclique,Zephyr,Complete,11,0,0.091033,3,33,0
Busclique,Zephyr,Complete,11,1,0.091467,3,33,0
Busclique,Zephyr,Complete,11,2,0.088466,3,33,0
Busclique,Zephyr,Complete,11,3,0.091033,3,33,0
Busclique,Zephyr,Complete,12,0,0.096095,3,36,0
Busclique,Zephyr,Complete,12,1,0.087281,3,36,0
Busclique,Zephyr,Complete,12,2,0.092001,3,36,0
Busclique,Zephyr,Complete,12,3,0.09459,3,36,0
Busclique,Zephyr,Complete,13,0,0.09492,3,39,0
Busclique,Zephyr,Complete,13,1,0.090762,3,39,0
Busclique,Zephyr,Complete,13,2,0.089902,3,39,0
Busclique,Zephyr,Complete,13,3,0.092059,3,39,0
Busclique,Zephyr,Complete,14,0,0.094841,3,42,0
Busclique,Zephyr,Complete,14,1,0.08861,3,42,0
Busclique,Zephyr,Complete,14,2,0.090286,3,42,0
Busclique,Zephyr,Complete,14,3,0.087313,3,42,0
Busclique,Zephyr,Complete,15,0,0.098104,3,45,0
Busclique,Zephyr,Complete,15,1,0.087607,3,45,0
Busclique,Zephyr,Complete,15,2,0.092003,3,45,0
Busclique,Zephyr,Complete,15,3,0.090893,3,45,0
Busclique,Zephyr,Complete,16,0,0.095232,3,48,0
Busclique,Zephyr,Complete,16,1,0.088854,3,48,0
Busclique,Zephyr,Complete,16,2,0.091487,3,48,0
Busclique,Zephyr,Complete,16,3,0.08653,3,48,0
Busclique,Zephyr,Complete,17,0,0.098499,3,51,0
Busclique,Zephyr,Complete,17,1,0.096161,3,51,0
Busclique,Zephyr,Complete,17,2,0.089969,3,51,0
Busclique,Zephyr,Complete,17,3,0.09191,3,51,0
Busclique,Zephyr,Complete,18,0,0.091085,3,54,0
Busclique,Zephyr,Complete,18,1,0.091487,3,54,0
Busclique,Zephyr,Complete,18,2,0.092784,3,54,0
Busclique,Zephyr,Complete,18,3,0.089023,3,54,0
Busclique,Zephyr,Complete,19,0,0.094485,3,57,0
Busclique,Zephyr,Complete,19,1,0.087089,3,57,0
Busclique,Zephyr,Complete,19,2,0.091266,3,57,0
Busclique,Zephyr,Complete,19,3,0.091165,3,57,0
Busclique,Zephyr,Complete,20,0,0.089502,3,60,0
Busclique,Zephyr,Complete,20,1,0.088853,3,60,0
Busclique,Zephyr,Complete,20,2,0.084767,3,60,0
Busclique,Zephyr,Complete,20,3,0.093768,3,60,0
Busclique,Zephyr,Complete,21,0,0.0968,3,63,0
Busclique,Zephyr,Complete,21,1,0.091506,3,63,0
Busclique,Zephyr,Complete,21,2,0.086386,3,63,0
Busclique,Zephyr,Complete,21,3,0.089982,3,63,0
Busclique,Zephyr,Complete,22,0,0.093561,3,66,0
Busclique,Zephyr,Complete,22,1,0.093888,3,66,0
Busclique,Zephyr,Complete,22,2,0.092791,3,66,0
Busclique,Zephyr,Complete,22,3,0.09111,3,66,0
Busclique,Zephyr,Complete,23,0,0.097284,3,69,0
Busclique,Zephyr,Complete,23,1,0.092065,3,69,0
Busclique,Zephyr,Complete,23,2,0.090799,3,69,0
Busclique,Zephyr,Complete,23,3,0.089458,3,69,0
Busclique,Zephyr,Complete,24,0,0.119577,3,72,0
Busclique,Zephyr,Complete,24,1,0.094554,3,72,0
Busclique,Zephyr,Complete,24,2,0.093414,3,72,0
Busclique,Zephyr,Complete,24,3,0.104278,3,72,0
Busclique,Zephyr,Complete,25,0,0.094704,4,100,0
Busclique,Zephyr,Complete,25,1,0.112246,4,100,0
Busclique,Zephyr,Complete,25,2,0.083714,4,100,0
Busclique,Zephyr,Complete,25,3,0.090409,4,100,0
Busclique,Zephyr,Complete,26,0,0.099987,4,104,0
Busclique,Zephyr,Complete,26,1,0.08526,4,104,0
Busclique,Zephyr,Complete,26,2,0.089386,4,104,0
Busclique,Zephyr,Complete,26,3,0.089397,4,104,0
Busclique,Zephyr,Complete,27,0,0.090027,4,108,0
Busclique,Zephyr,Complete,27,1,0.088703,4,108,0
Busclique,Zephyr,Complete,27,2,0.095542,4,108,0
Busclique,Zephyr,Complete,27,3,0.090772,4,108,0
Busclique,Zephyr,Complete,28,0,0.093862,4,112,0
Busclique,Zephyr,Complete,28,1,0.090026,4,112,0
Busclique,Zephyr,Complete,28,2,0.093991,4,112,0
Busclique,Zephyr,Complete,28,3,0.089997,4,112,0
Busclique,Zephyr,Complete,29,0,0.092634,4,116,0
Busclique,Zephyr,Complete,29,1,0.087237,4,116,0
Busclique,Zephyr,Complete,29,2,0.089774,4,116,0
Busclique,Zephyr,Complete,29,3,0.089222,4,116,0
Busclique,Zephyr,Complete,30,0,0.093422,4,120,0
Busclique,Zephyr,Complete,30,1,0.097049,4,120,0
Busclique,Zephyr,Complete,30,2,0.094548,4,120,0
Busclique,Zephyr,Complete,30,3,0.095508,4,120,0
Busclique,Zephyr,Complete,31,0,0.102439,4,124,0
Busclique,Zephyr,Complete,31,1,0.092914,4,124,0
Busclique,Zephyr,Complete,31,2,0.092978,4,124,0
Busclique,Zephyr,Complete,31,3,0.096883,4,124,0
Busclique,Zephyr,Complete,32,0,0.096179,4,128,0
Busclique,Zephyr,Complete,32,1,0.103444,4,128,0
Busclique,Zephyr,Complete,32,2,0.091365,4,128,0
Busclique,Zephyr,Complete,32,3,0.099143,4,128,0
Busclique,Zephyr,Complete,33,0,0.097402,4,132,0
Busclique,Zephyr,Complete,33,1,0.089313,4,132,0
Busclique,Zephyr,Complete,33,2,0.094855,4,132,0
Busclique,Zephyr,Complete,33,3,0.105887,4,132,0
Busclique,Zephyr,Complete,34,0,0.105744,4,136,0
Busclique,Zephyr,Complete,34,1,0.090548,4,136,0
Busclique,Zephyr,Complete,34,2,0.089829,4,136,0
Busclique,Zephyr,Complete,34,3,0.086342,4,136,0
Busclique,Zephyr,Complete,35,0,0.095569,4,140,0
Busclique,Zephyr,Complete,35,1,0.093849,4,140,0
Busclique,Zephyr,Complete,35,2,0.091431,4,140,0
Busclique,Zephyr,Complete,35,3,0.090929,4,140,0
Busclique,Zephyr,Complete,36,0,0.089857,4,144,0
Busclique,Zephyr,Complete,36,1,0.091935,4,144,0
Busclique,Zephyr,Complete,36,2,0.095232,4,144,0
Busclique,Zephyr,Complete,36,3,0.095668,4,144,0
Busclique,Zephyr,Complete,37,0,0.092732,4,148,0
Busclique,Zephyr,Complete,37,1,0.090471,4,148,0
Busclique,Zephyr,Complete,37,2,0.08846,4,148,0
Busclique,Zephyr,Complete,37,3,0.096739,4,148,0
Busclique,Zephyr,Complete,38,0,0.097344,4,152,0
Busclique,Zephyr,Complete,38,1,0.091778,4,152,0
Busclique,Zephyr,Complete,38,2,0.097032,4,152,0
Busclique,Zephyr,Complete,38,3,0.091145,4,152,0
Busclique,Zephyr,Complete,39,0,0.091139,4,156,0
Busclique,Zephyr,Complete,39,1,0.09412,4,156,0
Busclique,Zephyr,Complete,39,2,0.090484,4,156,0
Busclique,Zephyr,Complete,39,3,0.089787,4,156,0
Busclique,Zephyr,Complete,40,0,0.094213,4,160,0
Busclique,Zephyr,Complete,40,1,0.089844,4,160,0
Busclique,Zephyr,Complete,40,2,0.090696,4,160,0
Busclique,Zephyr,Complete,40,3,0.100411,4,160,0
Busclique,Zephyr,Complete,41,0,0.095294,5,205,0
Busclique,Zephyr,Complete,41,1,0.093278,5,205,0
Busclique,Zephyr,Complete,41,2,0.094075,5,205,0
Busclique,Zephyr,Complete,41,3,0.100027,5,205,0
Busclique,Zephyr,Complete,42,0,0.098214,5,210,0
Busclique,Zephyr,Complete,42,1,0.096717,5,210,0
Busclique,Zephyr,Complete,42,2,0.093883,5,210,0
Busclique,Zephyr,Complete,42,3,0.091905,5,210,0
Busclique,Zephyr,Complete,43,0,0.09273,5,215,0
Busclique,Zephyr,Complete,43,1,0.08824,5,215,0
Busclique,Zephyr,Complete,43,2,0.093515,5,215,0
Busclique,Zephyr,Complete,43,3,0.092669,5,215,0
Busclique,Zephyr,Complete,44,0,0.098027,5,220,0
Busclique,Zephyr,Complete,44,1,0.09703,5,220,0
Busclique,Zephyr,Complete,44,2,0.094607,5,220,0
Busclique,Zephyr,Complete,44,3,0.092282,5,220,0
Busclique,Zephyr,Complete,45,0,0.098442,5,225,0
Busclique,Zephyr,Complete,45,1,0.090192,5,225,0
Busclique,Zephyr,Complete,45,2,0.091269,5,225,0
Busclique,Zephyr,Complete,45,3,0.097177,5,225,0
Busclique,Zephyr,Complete,46,0,0.107093,5,230,0
Busclique,Zephyr,Complete,46,1,0.092207,5,230,0
Busclique,Zephyr,Complete,46,2,0.089768,5,230,0
Busclique,Zephyr,Complete,46,3,0.097888,5,230,0
Busclique,Zephyr,Complete,47,0,0.095664,5,235,0
Busclique,Zephyr,Complete,47,1,0.090097,5,235,0
Busclique,Zephyr,Complete,47,2,0.099753,5,235,0
Busclique,Zephyr,Complete,47,3,0.093512,5,235,0
Busclique,Zephyr,Complete,48,0,0.090898,5,240,0
Busclique,Zephyr,Complete,48,1,0.092779,5,240,0
Busclique,Zephyr,Complete,48,2,0.094513,5,240,0
Busclique,Zephyr,Complete,48,3,0.102821,5,240,0
Busclique,Zephyr,Complete,49,0,0.09713,5,245,0
Busclique,Zephyr,Complete,49,1,0.096476,5,245,0
Busclique,Zephyr,Complete,49,2,0.09498,5,245,0
Busclique,Zephyr,Complete,49,3,0.091235,5,245,0
Busclique,Zephyr,Complete,50,0,0.104149,5,250,0
Busclique,Zephyr,Complete,50,1,0.093037,5,250,0
Busclique,Zephyr,Complete,50,2,0.100177,5,250,0
Busclique,Zephyr,Complete,50,3,0.090074,5,250,0
Busclique,Zephyr,Complete,51,0,0.104112,5,255,0
Busclique,Zephyr,Complete,51,1,0.09944,5,255,0
Busclique,Zephyr,Complete,51,2,0.093346,5,255,0
Busclique,Zephyr,Complete,51,3,0.114723,5,255,0
Busclique,Zephyr,Complete,52,0,0.095993,5,260,0
Busclique,Zephyr,Complete,52,1,0.091811,5,260,0
Busclique,Zephyr,Complete,52,2,0.102561,5,260,0
Busclique,Zephyr,Complete,52,3,0.091368,5,260,0
Busclique,Zephyr,Complete,53,0,0.124008,5,265,0
Busclique,Zephyr,Complete,53,1,0.10013,5,265,0
Busclique,Zephyr,Complete,53,2,0.087954,5,265,0
Busclique,Zephyr,Complete,53,3,0.108858,5,265,0
Busclique,Zephyr,Complete,54,0,0.099595,5,270,0
Busclique,Zephyr,Complete,54,1,0.096749,5,270,0
Busclique,Zephyr,Complete,54,2,0.11014,5,270,0
Busclique,Zephyr,Complete,54,3,0.090949,5,270,0
Busclique,Zephyr,Complete,55,0,0.090298,5,275,0
Busclique,Zephyr,Complete,55,1,0.09156,5,275,0
Busclique,Zephyr,Complete,55,2,0.090381,5,275,0
Busclique,Zephyr,Complete,55,3,0.090143,5,275,0
Busclique,Zephyr,Complete,56,0,0.09813,5,280,0
Busclique,Zephyr,Complete,56,1,0.123723,5,280,0
Busclique,Zephyr,Complete,56,2,0.091583,5,280,0
Busclique,Zephyr,Complete,56,3,0.093644,5,280,0
Busclique,Zephyr,Complete,57,0,0.104036,6,342,0
Busclique,Zephyr,Complete,57,1,0.101366,6,342,0
Busclique,Zephyr,Complete,57,2,0.090054,6,342,0
Busclique,Zephyr,Complete,57,3,0.090801,6,342,0
Busclique,Zephyr,Complete,58,0,0.094355,6,348,0
Busclique,Zephyr,Complete,58,1,0.088515,6,348,0
Busclique,Zephyr,Complete,58,2,0.097965,6,348,0
Busclique,Zephyr,Complete,58,3,0.091431,6,348,0
Busclique,Zephyr,Complete,59,0,0.106607,6,354,0
Busclique,Zephyr,Complete,59,1,0.088004,6,354,0
Busclique,Zephyr,Complete,59,2,0.091728,6,354,0
Busclique,Zephyr,Complete,59,3,0.090001,6,354,0
Busclique,Zephyr,Complete,60,0,0.091626,6,360,0
Busclique,Zephyr,Complete,60,1,0.087737,6,360,0
Busclique,Zephyr,Complete,60,2,0.088958,6,360,0
Busclique,Zephyr,Complete,60,3,0.089649,6,360,0
Minorminer,Chimera,Complete,0,0,0,0,0,1
Minorminer,Chimera,Complete,0,1,0,0,0,1
Minorminer,Chimera,Complete,0,2,0,0,0,1
Minorminer,Chimera,Complete,0,3,0,0,0,1
Minorminer,Chimera,Complete,1,0,0,0,0,0
Minorminer,Chimera,Complete,1,1,0,0,0,0
Minorminer,Chimera,Complete,1,2,0,0,0,0
Minorminer,Chimera,Complete,1,3,0,0,0,0
Minorminer,Chimera,Complete,2,0,0,0,0,0
Minorminer,Chimera,Complete,2,1,0,0,0,0
Minorminer,Chimera,Complete,2,2,0,0,0,0
Minorminer,Chimera,Complete,2,3,0,0,0,0
Minorminer,Chimera,Complete,3,0,0.006927,4,2,0
Minorminer,Chimera,Complete,3,1,0.005281,4,2,0
Minorminer,Chimera,Complete,3,2,0.004901,4,2,0
Minorminer,Chimera,Complete,3,3,0.00489,4,2,0
Minorminer,Chimera,Complete,4,0,0.006905,6,2,0
Minorminer,Chimera,Complete,4,1,0.006273,6,2,0
Minorminer,Chimera,Complete,4,2,0.006044,6,2,0
Minorminer,Chimera,Complete,4,3,0.006242,6,2,0
Minorminer,Chimera,Complete,5,0,0.010467,8,2,0
Minorminer,Chimera,Complete,5,1,0.008993,8,2,0
Minorminer,Chimera,Complete,5,2,0.007458,8,2,0
Minorminer,Chimera,Complete,5,3,0.009495,8,2,0
Minorminer,Chimera,Complete,6,0,0.020595,14,3,0
Minorminer,Chimera,Complete,6,1,0.024462,14,3,0
Minorminer,Chimera,Complete,6,2,0.018693,14,3,0
Minorminer,Chimera,Complete,6,3,0.020025,14,3,0
Minorminer,Chimera,Complete,7,0,0.026168,18,3,0
Minorminer,Chimera,Complete,7,1,0.019295,18,3,0
Minorminer,Chimera,Complete,7,2,0.021718,18,3,0
Minorminer,Chimera,Complete,7,3,0.024273,18,3,0
Minorminer,Chimera,Complete,8,0,0.054399,22,3,0
Minorminer,Chimera,Complete,8,1,0.051042,22,3,0
Minorminer,Chimera,Complete,8,2,0.029416,22,3,0
Minorminer,Chimera,Complete,8,3,0.047411,22,3,0
Minorminer,Chimera,Complete,9,0,0.044943,27,4,0
Minorminer,Chimera,Complete,9,1,0.054273,27,4,0
Minorminer,Chimera,Complete,9,2,0.053746,26,4,0
Minorminer,Chimera,Complete,9,3,0.031243,26,4,0
Minorminer,Chimera,Complete,10,0,0.07789,36,4,0
Minorminer,Chimera,Complete,10,1,0.135931,35,4,0
Minorminer,Chimera,Complete,10,2,0.122555,35,4,0
Minorminer,Chimera,Complete,10,3,0.133394,35,4,0
Minorminer,Chimera,Complete,11,0,0.08921,40,4,0
Minorminer,Chimera,Complete,11,1,0.190882,40,4,0
Minorminer,Chimera,Complete,11,2,0.144439,40,4,0
Minorminer,Chimera,Complete,11,3,0.168493,41,4,0
Minorminer,Chimera,Complete,12,0,0.32215,46,4,0
Minorminer,Chimera,Complete,12,1,0.12731,47,5,0
Minorminer,Chimera,Complete,12,2,0.217736,46,4,0
Minorminer,Chimera,Complete,12,3,0.256268,47,5,0
Minorminer,Chimera,Complete,13,0,0.257635,59,6,0
Minorminer,Chimera,Complete,13,1,0.250816,53,5,0
Minorminer,Chimera,Complete,13,2,0.201422,54,5,0
Minorminer,Chimera,Complete,13,3,0.296451,54,5,0
Minorminer,Chimera,Complete,14,0,0.265199,70,6,0
Minorminer,Chimera,Complete,14,1,0.307689,64,6,0
Minorminer,Chimera,Complete,14,2,0.33583,68,6,0
Minorminer,Chimera,Complete,14,3,0.41014,65,6,0
Minorminer,Chimera,Complete,15,0,0.533876,73,6,0
Minorminer,Chimera,Complete,15,1,0.657519,71,5,0
Minorminer,Chimera,Complete,15,2,0.794433,74,6,0
Minorminer,Chimera,Complete,15,3,0.484554,72,6,0
Minorminer,Chimera,Complete,16,0,0.368385,80,6,0
Minorminer,Chimera,Complete,16,1,0.5964,83,6,0
Minorminer,Chimera,Complete,16,2,0.835917,85,6,0
Minorminer,Chimera,Complete,16,3,0.991914,86,6,0
Minorminer,Chimera,Complete,17,0,1.135834,97,7,0
Minorminer,Chimera,Complete,17,1,0.762215,96,7,0
Minorminer,Chimera,Complete,17,2,1.285083,92,7,0
Minorminer,Chimera,Complete,17,3,0.773399,88,6,0
Minorminer,Chimera,Complete,18,0,1.385063,113,7,0
Minorminer,Chimera,Complete,18,1,1.196477,107,7,0
Minorminer,Chimera,Complete,18,2,0.502093,108,7,0
Minorminer,Chimera,Complete,18,3,1.830382,105,7,0
Minorminer,Chimera,Complete,19,0,1.16875,120,8,0
Minorminer,Chimera,Complete,19,1,1.554021,113,7,0
Minorminer,Chimera,Complete,19,2,1.011953,123,8,0
Minorminer,Chimera,Complete,19,3,0.93256,119,8,0
Minorminer,Chimera,Complete,20,0,0.812747,139,9,0
Minorminer,Chimera,Complete,20,1,2.708608,125,7,0
Minorminer,Chimera,Complete,20,2,1.51556,132,8,0
Minorminer,Chimera,Complete,20,3,1.22992,136,8,0
Minorminer,Chimera,Complete,21,0,1.325431,144,8,0
Minorminer,Chimera,Complete,21,1,1.162261,141,9,0
Minorminer,Chimera,Complete,21,2,2.115979,151,9,0
Minorminer,Chimera,Complete,21,3,1.194965,145,9,0
Minorminer,Chimera,Complete,22,0,0.936914,157,9,0
Minorminer,Chimera,Complete,22,1,1.901759,155,9,0
Minorminer,Chimera,Complete,22,2,2.426129,170,9,0
Minorminer,Chimera,Complete,22,3,0.934715,161,9,0
Minorminer,Chimera,Complete,23,0,1.825102,174,9,0
Minorminer,Chimera,Complete,23,1,2.04922,168,9,0
Minorminer,Chimera,Complete,23,2,2.95525,165,8,0
Minorminer,Chimera,Complete,23,3,1.652073,184,10,0
Minorminer,Chimera,Complete,24,0,3.563377,183,10,0
Minorminer,Chimera,Complete,24,1,8.853765,180,9,0
Minorminer,Chimera,Complete,24,2,3.689191,185,10,0
Minorminer,Chimera,Complete,24,3,2.198507,183,9,0
Minorminer,Chimera,Complete,25,0,4.557668,214,11,0
Minorminer,Chimera,Complete,25,1,2.001813,213,11,0
Minorminer,Chimera,Complete,25,2,4.079245,200,10,0
Minorminer,Chimera,Complete,25,3,11.707285,191,9,0
Minorminer,Chimera,Complete,26,0,2.562186,232,11,0
Minorminer,Chimera,Complete,26,1,2.473472,222,11,0
Minorminer,Chimera,Complete,26,2,3.204723,221,10,0
Minorminer,Chimera,Complete,26,3,6.252286,220,11,0
Minorminer,Chimera,Complete,27,0,4.361629,241,11,0
Minorminer,Chimera,Complete,27,1,3.769124,251,12,0
Minorminer,Chimera,Complete,27,2,4.060942,222,10,0
Minorminer,Chimera,Complete,27,3,6.373439,243,11,0
Minorminer,Chimera,Complete,28,0,3.756813,249,11,0
Minorminer,Chimera,Complete,28,1,7.468377,250,10,0
Minorminer,Chimera,Complete,28,2,6.077514,264,12,0
Minorminer,Chimera,Complete,28,3,4.65663,243,11,0
Minorminer,Chimera,Complete,29,0,3.56762,284,12,0
Minorminer,Chimera,Complete,29,1,2.320809,285,14,0
Minorminer,Chimera,Complete,29,2,8.193891,283,12,0
Minorminer,Chimera,Complete,29,3,4.311002,287,13,0
Minorminer,Chimera,Complete,30,0,1.98156,309,14,0
Minorminer,Chimera,Complete,30,1,8.63782,288,12,0
Minorminer,Chimera,Complete,30,2,9.218573,289,11,0
Minorminer,Chimera,Complete,30,3,9.10691,287,12,0
Minorminer,Chimera,Complete,31,0,6.539842,315,13,0
Minorminer,Chimera,Complete,31,1,4.341764,342,16,0
Minorminer,Chimera,Complete,31,2,10.874976,309,12,0
Minorminer,Chimera,Complete,31,3,4.271127,337,14,0
Minorminer,Chimera,Complete,32,0,7.345087,316,12,0
Minorminer,Chimera,Complete,32,1,5.304687,331,13,0
Minorminer,Chimera,Complete,32,2,3.833762,350,14,0
Minorminer,Chimera,Complete,32,3,4.127538,320,12,0
Minorminer,Chimera,Complete,33,0,11.450583,355,13,0
Minorminer,Chimera,Complete,33,1,10.128314,344,12,0
Minorminer,Chimera,Complete,33,2,9.890212,336,12,0
Minorminer,Chimera,Complete,33,3,6.01278,344,14,0
Minorminer,Chimera,Complete,34,0,3.46813,421,18,0
Minorminer,Chimera,Complete,34,1,6.930071,391,16,0
Minorminer,Chimera,Complete,34,2,5.032521,410,16,0
Minorminer,Chimera,Complete,34,3,4.529325,416,18,0
Minorminer,Chimera,Complete,35,0,6.823781,389,13,0
Minorminer,Chimera,Complete,35,1,17.660221,406,15,0
Minorminer,Chimera,Complete,35,2,3.969402,407,16,0
Minorminer,Chimera,Complete,35,3,15.784469,383,13,0
Minorminer,Chimera,Complete,36,0,14.671017,408,15,0
Minorminer,Chimera,Complete,36,1,3.374671,440,15,0
Minorminer,Chimera,Complete,36,2,15.230528,419,14,0
Minorminer,Chimera,Complete,36,3,8.825868,426,16,0
Minorminer,Chimera,Complete,37,0,14.231117,439,15,0
Minorminer,Chimera,Complete,37,1,8.157961,465,15,0
Minorminer,Chimera,Complete,37,2,10.236287,488,18,0
Minorminer,Chimera,Complete,37,3,4.914996,463,17,0
Minorminer,Chimera,Complete,38,0,7.677793,504,18,0
Minorminer,Chimera,Complete,38,1,11.057097,485,18,0
Minorminer,Chimera,Complete,38,2,10.380175,481,16,0
Minorminer,Chimera,Complete,38,3,10.726053,475,17,0
Minorminer,Chimera,Complete,39,0,6.031505,540,19,0
Minorminer,Chimera,Complete,39,1,9.397177,531,19,0
Minorminer,Chimera,Complete,39,2,22.844201,514,16,0
Minorminer,Chimera,Complete,39,3,23.51569,496,15,0
Minorminer,Chimera,Complete,40,0,18.052033,526,18,0
Minorminer,Chimera,Complete,40,1,11.75912,538,19,0
Minorminer,Chimera,Complete,40,2,5.501904,568,19,0
Minorminer,Chimera,Complete,40,3,14.821725,508,15,0
Minorminer,Chimera,Complete,41,0,12.890672,537,16,0
Minorminer,Chimera,Complete,41,1,8.448756,594,23,0
Minorminer,Chimera,Complete,41,2,18.734342,550,16,0
Minorminer,Chimera,Complete,41,3,14.668456,562,19,0
Minorminer,Chimera,Complete,42,0,3.835448,639,20,0
Minorminer,Chimera,Complete,42,1,13.217884,601,19,0
Minorminer,Chimera,Complete,42,2,11.732038,586,18,0
Minorminer,Chimera,Complete,42,3,18.767978,572,16,0
Minorminer,Chimera,Complete,43,0,11.747982,614,19,0
Minorminer,Chimera,Complete,43,1,16.357172,587,17,0
Minorminer,Chimera,Complete,43,2,9.735303,643,20,0
Minorminer,Chimera,Complete,43,3,19.757558,597,18,0
Minorminer,Chimera,Complete,44,0,9.227211,634,18,0
Minorminer,Chimera,Complete,44,1,6.97915,657,21,0
Minorminer,Chimera,Complete,44,2,12.582276,676,20,0
Minorminer,Chimera,Complete,44,3,15.566262,630,18,0
Minorminer,Chimera,Complete,45,0,6.39563,642,18,0
Minorminer,Chimera,Complete,45,1,20.324015,710,20,0
Minorminer,Chimera,Complete,45,2,12.428587,683,20,0
Minorminer,Chimera,Complete,45,3,9.068709,713,22,0
Minorminer,Chimera,Complete,46,0,19.489096,727,22,0
Minorminer,Chimera,Complete,46,1,26.52791,725,22,0
Minorminer,Chimera,Complete,46,2,21.580044,696,21,0
Minorminer,Chimera,Complete,46,3,7.544199,722,21,0
Minorminer,Chimera,Complete,47,0,12.981457,767,24,0
Minorminer,Chimera,Complete,47,1,15.803683,734,21,0
Minorminer,Chimera,Complete,47,2,12.092507,778,23,0
Minorminer,Chimera,Complete,47,3,15.617164,744,20,0
Minorminer,Chimera,Complete,48,0,10.334695,785,22,0
Minorminer,Chimera,Complete,48,1,14.389181,759,21,0
Minorminer,Chimera,Complete,48,2,11.952467,714,18,0
Minorminer,Chimera,Complete,48,3,16.149527,742,19,0
Minorminer,Chimera,Complete,49,0,8.449497,873,26,0
Minorminer,Chimera,Complete,49,1,14.41486,808,25,0
Minorminer,Chimera,Complete,49,2,7.802705,875,28,0
Minorminer,Chimera,Complete,49,3,7.837576,787,21,0
Minorminer,Chimera,Complete,50,0,16.47144,859,24,0
Minorminer,Chimera,Complete,50,1,12.553783,846,24,0
Minorminer,Chimera,Complete,50,2,12.478384,894,26,0
Minorminer,Chimera,Complete,50,3,11.47157,851,24,0
Minorminer,Chimera,Complete,51,0,18.084806,868,22,0
Minorminer,Chimera,Complete,51,1,16.699977,934,26,0
Minorminer,Chimera,Complete,51,2,12.071405,837,22,0
